ID,Gene_name,Variant_effect,ELMIdentifier,startstop,comm,Accession,FunctionalSiteName,Description,Regex,Probability,#Instances,#Instances_in_PDB
rs147415451,DSP,missense,LIG_WD40_WDR5_VDV_2,1723-1729,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs567185914,CEP290,missense,LIG_WD40_WDR5_VDV_2,1105-1111,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs372505798,MYH7B,missense,LIG_WD40_WDR5_VDV_2,1243-1250,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs372505798,MYH7B,missense,LIG_WD40_WDR5_VDV_2,1244-1250,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs372505798,MYH7B,missense,LIG_WD40_WDR5_VDV_2,1246-1252,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs374655803,MYO7A,missense,LIG_WD40_WDR5_VDV_2,1666-1673,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs374655803,MYO7A,missense,LIG_WD40_WDR5_VDV_2,1668-1673,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs548208395,SLC26A4,missense,LIG_WD40_WDR5_VDV_2,573-577,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs575447822,CPT2,missense,LIG_WD40_WDR5_VDV_2,405-412,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs575447822,CPT2,missense,LIG_WD40_WDR5_VDV_2,406-412,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs575447822,CPT2,missense,LIG_WD40_WDR5_VDV_2,407-412,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs575447822,CPT2,missense,LIG_WD40_WDR5_VDV_2,408-412,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs575447822,CPT2,missense,LIG_WD40_WDR5_VDV_2,409-412,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs545466982,NOD2,missense,LIG_WD40_WDR5_VDV_2,425-432,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs143273384,ATP2B3,missense,LIG_WD40_WDR5_VDV_2,497-503,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs577827394,STX11,missense,LIG_WD40_WDR5_VDV_2,109-116,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs577827394,STX11,missense,LIG_WD40_WDR5_VDV_2,111-116,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs577827394,STX11,missense,LIG_WD40_WDR5_VDV_2,112-116,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs567877611,RET,missense,LIG_WD40_WDR5_VDV_2,104-111,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs567877611,RET,missense,LIG_WD40_WDR5_VDV_2,105-111,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs567877611,RET,missense,LIG_WD40_WDR5_VDV_2,107-111,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs531537646,LAMA1,missense,LIG_WD40_WDR5_VDV_2,694-700,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs531537646,LAMA1,missense,LIG_WD40_WDR5_VDV_2,695-700,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs531537646,LAMA1,missense,LIG_WD40_WDR5_VDV_2,699-706,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs150140303,IL10RA,missense,LIG_WD40_WDR5_VDV_2,25-32,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs150399299,BBS9,missense,LIG_WD40_WDR5_VDV_2,543-550,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs150399299,BBS9,missense,LIG_WD40_WDR5_VDV_2,545-550,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs539346540,LRP5,missense,LIG_WD40_WDR5_VDV_2,127-134,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs539346540,LRP5,missense,LIG_WD40_WDR5_VDV_2,128-134,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs539346540,LRP5,missense,LIG_WD40_WDR5_VDV_2,129-134,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs558414868,CEP290,missense,LIG_WD40_WDR5_VDV_2,459-465,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs558414868,CEP290,missense,LIG_WD40_WDR5_VDV_2,460-465,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs372585344,NEK1,missense,LIG_WD40_WDR5_VDV_2,379-384,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs141722672,BAAT,missense,LIG_WD40_WDR5_VDV_2,227-234,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs142293185,MYO7A,missense,LIG_WD40_WDR5_VDV_2,1951-1956,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs190761354,ABCC6,missense,LIG_WD40_WDR5_VDV_2,590-596,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs376320828,CEP290,missense,LIG_WD40_WDR5_VDV_2,660-667,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs376320828,CEP290,missense,LIG_WD40_WDR5_VDV_2,664-667,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs142648132,MTR,missense,LIG_WD40_WDR5_VDV_2,242-248,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs540014314,RBM20,missense,LIG_WD40_WDR5_VDV_2,1012-1019,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs540014314,RBM20,missense,LIG_WD40_WDR5_VDV_2,1013-1019,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs540014314,RBM20,missense,LIG_WD40_WDR5_VDV_2,1014-1019,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs540014314,RBM20,missense,LIG_WD40_WDR5_VDV_2,1015-1019,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs34150427,KCNQ1,missense,LIG_WD40_WDR5_VDV_2,647-652,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs139719799,BBS10,missense,LIG_WD40_WDR5_VDV_2,550-557,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs562225614,NOD2,missense,LIG_WD40_WDR5_VDV_2,425-432,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs143994626,DSP,missense,LIG_WD40_WDR5_VDV_2,317-321,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs567750476,BBS9,missense,LIG_WD40_WDR5_VDV_2,747-754,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs149518451,OTUD4,missense,LIG_WD40_WDR5_VDV_2,843-850,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs149518451,OTUD4,missense,LIG_WD40_WDR5_VDV_2,845-850,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs149518451,OTUD4,missense,LIG_WD40_WDR5_VDV_2,846-850,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs571621861,CEP290,missense,LIG_WD40_WDR5_VDV_2,422-429,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs571621861,CEP290,missense,LIG_WD40_WDR5_VDV_2,424-429,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs200308684,SLC45A2,missense,LIG_WD40_WDR5_VDV_2,363-369,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs200308684,SLC45A2,missense,LIG_WD40_WDR5_VDV_2,364-369,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs309369,BBS12,missense,LIG_WD40_WDR5_VDV_2,124-130,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs309369,BBS12,missense,LIG_WD40_WDR5_VDV_2,125-130,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
rs309369,BBS12,missense,LIG_WD40_WDR5_VDV_2,126-130,,ELME000365,"WDR5 WD40 repeat (blade 5,6)-binding ligand","Fungi-specific variant of the WDR5-binding motif that binds to a cleft between blades 5 and 6 of the WD40 repeat domain of WDR5, opposite of the Win motif-binding site, to mediate assembly of histone modification complexes.","[EDSTY].{0,4}[VIPLA][TSDEKR][ILVA]",0.0467786304,2,0
