Uniprot_ACC	elm_identifier	start	stop	is_annotated	is_phiblastmatch	is_filtered	phiblast	topodomfilter	taxonfilter	structure
A7E2Y1	CLV_PCSK_KEX2_1	1182	1184	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_KEX2_1	1200	1202	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_KEX2_1	1323	1325	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_KEX2_1	144	146	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_KEX2_1	145	147	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_KEX2_1	1463	1465	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_KEX2_1	1464	1466	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_KEX2_1	1506	1508	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_KEX2_1	1594	1596	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_KEX2_1	1683	1685	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_KEX2_1	1706	1708	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_KEX2_1	1755	1757	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_KEX2_1	1852	1854	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_KEX2_1	188	190	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_KEX2_1	1886	1888	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_KEX2_1	33	35	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_KEX2_1	505	507	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_KEX2_1	574	576	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_KEX2_1	644	646	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_KEX2_1	876	878	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_KEX2_1	946	948	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_KEX2_1	947	949	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_PC1ET2_1	1059	1061	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_PC1ET2_1	1173	1175	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_PC1ET2_1	144	146	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_PC1ET2_1	1506	1508	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_PC1ET2_1	188	190	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_PC1ET2_1	1886	1888	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_PC1ET2_1	33	35	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_PC1ET2_1	505	507	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_PC1ET2_1	574	576	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_PC1ET2_1	644	646	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_PC1ET2_1	876	878	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_PC7_1	1848	1854	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_PC7_1	570	576	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_SKI1_1	1003	1007	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_SKI1_1	1113	1117	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_SKI1_1	1333	1337	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_SKI1_1	1399	1403	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_SKI1_1	1537	1541	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_SKI1_1	1641	1645	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_SKI1_1	1696	1700	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_SKI1_1	1764	1768	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_SKI1_1	1852	1856	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_SKI1_1	1932	1936	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_SKI1_1	275	279	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_SKI1_1	400	404	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_SKI1_1	456	460	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_SKI1_1	664	668	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_SKI1_1	746	750	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_SKI1_1	769	773	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_SKI1_1	787	791	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_SKI1_1	790	794	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_SKI1_1	815	819	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_SKI1_1	838	842	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_SKI1_1	844	848	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_SKI1_1	867	871	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_SKI1_1	975	979	False	False	False	False	False	False	False
A7E2Y1	CLV_PCSK_SKI1_1	983	987	False	False	False	False	False	False	False
A7E2Y1	DEG_APCC_DBOX_1	1864	1872	False	False	False	False	False	False	False
A7E2Y1	DEG_APCC_DBOX_1	799	807	False	False	False	False	False	False	False
A7E2Y1	DEG_APCC_DBOX_1	814	822	False	False	False	False	False	False	False
A7E2Y1	DEG_APCC_DBOX_1	859	867	False	False	False	False	False	False	False
A7E2Y1	DEG_APCC_KENBOX_2	658	662	False	False	False	False	False	False	False
A7E2Y1	DOC_AGCK_PIF_2	468	473	False	False	False	False	False	False	False
A7E2Y1	DOC_ANK_TNKS_1	1200	1207	False	False	False	False	False	False	False
A7E2Y1	DOC_CYCLIN_1	1049	1053	False	False	False	False	False	False	False
A7E2Y1	DOC_CYCLIN_1	128	132	False	False	False	False	False	False	False
A7E2Y1	DOC_CYCLIN_1	1398	1402	False	False	False	False	False	False	False
A7E2Y1	DOC_CYCLIN_1	1564	1568	False	False	False	False	False	False	False
A7E2Y1	DOC_CYCLIN_1	1855	1859	False	False	False	False	False	False	False
A7E2Y1	DOC_CYCLIN_1	400	403	False	False	False	False	False	False	False
A7E2Y1	DOC_CYCLIN_1	440	443	False	False	False	False	False	False	False
A7E2Y1	DOC_CYCLIN_1	529	533	False	False	False	False	False	False	False
A7E2Y1	DOC_CYCLIN_1	66	70	False	False	False	False	False	False	False
A7E2Y1	DOC_CYCLIN_1	719	722	False	False	False	False	False	False	False
A7E2Y1	DOC_CYCLIN_1	730	734	False	False	False	False	False	False	False
A7E2Y1	DOC_CYCLIN_1	790	794	False	False	False	False	False	False	False
A7E2Y1	DOC_CYCLIN_1	844	847	False	False	False	False	False	False	False
A7E2Y1	DOC_MAPK_NFAT4_5	1397	1405	False	False	False	False	False	False	False
A7E2Y1	DOC_MAPK_NFAT4_5	891	899	False	False	False	False	False	False	False
A7E2Y1	DOC_MAPK_gen_1	1059	1068	False	False	False	False	False	False	False
A7E2Y1	DOC_MAPK_gen_1	1060	1068	False	False	False	False	False	False	False
A7E2Y1	DOC_MAPK_gen_1	1226	1235	False	False	False	False	False	False	False
A7E2Y1	DOC_MAPK_gen_1	1397	1404	False	False	False	False	False	False	False
A7E2Y1	DOC_MAPK_gen_1	1398	1404	False	False	False	False	False	False	False
A7E2Y1	DOC_MAPK_gen_1	1564	1572	False	False	False	False	False	False	False
A7E2Y1	DOC_MAPK_gen_1	1613	1621	False	False	False	False	False	False	False
A7E2Y1	DOC_MAPK_gen_1	166	175	False	False	False	False	False	False	False
A7E2Y1	DOC_MAPK_gen_1	246	255	False	False	False	False	False	False	False
A7E2Y1	DOC_MAPK_gen_1	453	462	False	False	False	False	False	False	False
A7E2Y1	DOC_MAPK_gen_1	784	794	False	False	False	False	False	False	False
A7E2Y1	DOC_MAPK_gen_1	798	806	False	False	False	False	False	False	False
A7E2Y1	DOC_MAPK_gen_1	958	966	False	False	False	False	False	False	False
A7E2Y1	DOC_PP1_RVXF_1	250	256	False	False	False	False	False	False	False
A7E2Y1	DOC_PP1_RVXF_1	273	279	False	False	False	False	False	False	False
A7E2Y1	DOC_PP1_RVXF_1	767	773	False	False	False	False	False	False	False
A7E2Y1	DOC_PP1_RVXF_1	836	842	False	False	False	False	False	False	False
A7E2Y1	DOC_PP2A_B56_1	1150	1156	False	False	False	False	False	False	False
A7E2Y1	DOC_PP2A_B56_1	1294	1300	False	False	False	False	False	False	False
A7E2Y1	DOC_PP2A_B56_1	533	538	False	False	False	False	False	False	False
A7E2Y1	DOC_PP2A_B56_1	534	540	False	False	False	False	False	False	False
A7E2Y1	DOC_PP2A_B56_1	621	627	False	False	False	False	False	False	False
A7E2Y1	DOC_PP2A_B56_1	776	782	False	False	False	False	False	False	False
A7E2Y1	DOC_PP2A_B56_1	777	783	False	False	False	False	False	False	False
A7E2Y1	DOC_USP7_MATH_1	1248	1252	False	False	False	False	False	False	False
A7E2Y1	DOC_USP7_MATH_1	1278	1282	False	False	False	False	False	False	False
A7E2Y1	DOC_USP7_MATH_1	1315	1319	False	False	False	False	False	False	False
A7E2Y1	DOC_USP7_MATH_1	1416	1420	False	False	False	False	False	False	False
A7E2Y1	DOC_USP7_MATH_1	1600	1604	False	False	False	False	False	False	False
A7E2Y1	DOC_USP7_MATH_1	544	548	False	False	False	False	False	False	False
A7E2Y1	DOC_USP7_UBL2_3	1086	1090	False	False	False	False	False	False	False
A7E2Y1	DOC_USP7_UBL2_3	1506	1510	False	False	False	False	False	False	False
A7E2Y1	DOC_USP7_UBL2_3	1582	1586	False	False	False	False	False	False	False
A7E2Y1	DOC_USP7_UBL2_3	1817	1821	False	False	False	False	False	False	False
A7E2Y1	DOC_USP7_UBL2_3	1821	1825	False	False	False	False	False	False	False
A7E2Y1	DOC_USP7_UBL2_3	1845	1849	False	False	False	False	False	False	False
A7E2Y1	DOC_USP7_UBL2_3	1877	1881	False	False	False	False	False	False	False
A7E2Y1	DOC_USP7_UBL2_3	366	370	False	False	False	False	False	False	False
A7E2Y1	DOC_USP7_UBL2_3	638	642	False	False	False	False	False	False	False
A7E2Y1	DOC_USP7_UBL2_3	642	646	False	False	False	False	False	False	False
A7E2Y1	DOC_USP7_UBL2_3	747	751	False	False	False	False	False	False	False
A7E2Y1	DOC_USP7_UBL2_3	769	773	False	False	False	False	False	False	False
A7E2Y1	DOC_USP7_UBL2_3	838	842	False	False	False	False	False	False	False
A7E2Y1	DOC_WW_Pin1_4	146	151	False	False	False	False	False	False	False
A7E2Y1	DOC_WW_Pin1_4	560	565	False	False	False	False	False	False	False
A7E2Y1	DOC_WW_Pin1_4	684	689	False	False	False	False	False	False	False
A7E2Y1	LIG_14-3-3_CanoR_1	1247	1255	False	False	False	False	False	False	False
A7E2Y1	LIG_14-3-3_CanoR_1	1286	1294	False	False	False	False	False	False	False
A7E2Y1	LIG_14-3-3_CanoR_1	1427	1435	False	False	False	False	False	False	False
A7E2Y1	LIG_14-3-3_CanoR_1	1441	1449	False	False	False	False	False	False	False
A7E2Y1	LIG_14-3-3_CanoR_1	145	153	False	False	False	False	False	False	False
A7E2Y1	LIG_14-3-3_CanoR_1	1683	1688	False	False	False	False	False	False	False
A7E2Y1	LIG_14-3-3_CanoR_1	1684	1688	False	False	False	False	False	False	False
A7E2Y1	LIG_14-3-3_CanoR_1	1788	1794	False	False	False	False	False	False	False
A7E2Y1	LIG_14-3-3_CanoR_1	445	451	False	False	False	False	False	False	False
A7E2Y1	LIG_14-3-3_CanoR_1	57	61	False	False	False	False	False	False	False
A7E2Y1	LIG_14-3-3_CanoR_1	619	625	False	False	False	False	False	False	False
A7E2Y1	LIG_14-3-3_CanoR_1	670	674	False	False	False	False	False	False	False
A7E2Y1	LIG_14-3-3_CanoR_1	719	729	False	False	False	False	False	False	False
A7E2Y1	LIG_14-3-3_CanoR_1	746	753	False	False	False	False	False	False	False
A7E2Y1	LIG_Actin_WH2_2	1797	1815	False	False	False	False	False	False	False
A7E2Y1	LIG_Actin_WH2_2	852	869	False	False	False	False	False	False	False
A7E2Y1	LIG_BIR_III_4	1933	1937	False	False	False	False	False	False	False
A7E2Y1	LIG_BRCT_BRCA1_1	116	120	False	False	False	False	False	False	False
A7E2Y1	LIG_BRCT_BRCA1_1	243	247	False	False	False	False	False	False	False
A7E2Y1	LIG_BRCT_BRCA1_1	562	566	False	False	False	False	False	False	False
A7E2Y1	LIG_BRCT_BRCA1_2	243	249	False	False	False	False	False	False	False
A7E2Y1	LIG_CSL_BTD_1	35	38	False	False	False	False	False	False	False
A7E2Y1	LIG_CaM_IQ_9	1650	1666	False	False	False	False	False	False	False
A7E2Y1	LIG_CaM_IQ_9	1875	1890	False	False	False	False	False	False	False
A7E2Y1	LIG_CaM_IQ_9	792	807	False	False	False	False	False	False	False
A7E2Y1	LIG_CaM_IQ_9	818	834	False	False	False	False	False	False	False
A7E2Y1	LIG_Clathr_ClatBox_1	803	807	False	False	False	False	False	False	False
A7E2Y1	LIG_EH1_1	674	682	False	False	False	False	False	False	False
A7E2Y1	LIG_FHA_1	132	138	False	False	False	False	False	False	False
A7E2Y1	LIG_FHA_1	1388	1394	False	False	False	False	False	False	False
A7E2Y1	LIG_FHA_1	1434	1440	False	False	False	False	False	False	False
A7E2Y1	LIG_FHA_1	1518	1524	False	False	False	False	False	False	False
A7E2Y1	LIG_FHA_1	1561	1567	False	False	False	False	False	False	False
A7E2Y1	LIG_FHA_1	1563	1569	False	False	False	False	False	False	False
A7E2Y1	LIG_FHA_1	1715	1721	False	False	False	False	False	False	False
A7E2Y1	LIG_FHA_1	1726	1732	False	False	False	False	False	False	False
A7E2Y1	LIG_FHA_1	185	191	False	False	False	False	False	False	False
A7E2Y1	LIG_FHA_1	685	691	False	False	False	False	False	False	False
A7E2Y1	LIG_FHA_1	747	753	False	False	False	False	False	False	False
A7E2Y1	LIG_FHA_2	1256	1262	False	False	False	False	False	False	False
A7E2Y1	LIG_FHA_2	1428	1434	False	False	False	False	False	False	False
A7E2Y1	LIG_FHA_2	1794	1800	False	False	False	False	False	False	False
A7E2Y1	LIG_FHA_2	216	222	False	False	False	False	False	False	False
A7E2Y1	LIG_FHA_2	621	627	False	False	False	False	False	False	False
A7E2Y1	LIG_FHA_2	739	745	False	False	False	False	False	False	False
A7E2Y1	LIG_KLC1_WD_1	27	35	False	False	False	False	False	False	False
A7E2Y1	LIG_LIR_Apic_2	563	569	False	False	False	False	False	False	False
A7E2Y1	LIG_LIR_Gen_1	115	119	False	False	True	False	False	True	False
A7E2Y1	LIG_LIR_Gen_1	434	438	False	False	True	False	False	True	False
A7E2Y1	LIG_LIR_Gen_1	436	442	False	False	True	False	False	True	False
A7E2Y1	LIG_LIR_Gen_1	475	479	False	False	True	False	False	True	False
A7E2Y1	LIG_LIR_Gen_1	510	514	False	False	True	False	False	True	False
A7E2Y1	LIG_LIR_Gen_1	650	654	False	False	True	False	False	True	False
A7E2Y1	LIG_LIR_Gen_1	692	697	False	False	True	False	False	True	False
A7E2Y1	LIG_LIR_Gen_1	807	811	False	False	True	False	False	True	False
A7E2Y1	LIG_LIR_Gen_1	835	839	False	False	True	False	False	True	False
A7E2Y1	LIG_LIR_Nem_3	115	119	False	False	False	False	False	False	False
A7E2Y1	LIG_LIR_Nem_3	244	250	False	False	False	False	False	False	False
A7E2Y1	LIG_LIR_Nem_3	245	250	False	False	False	False	False	False	False
A7E2Y1	LIG_LIR_Nem_3	283	289	False	False	False	False	False	False	False
A7E2Y1	LIG_LIR_Nem_3	285	289	False	False	False	False	False	False	False
A7E2Y1	LIG_LIR_Nem_3	434	438	False	False	False	False	False	False	False
A7E2Y1	LIG_LIR_Nem_3	436	442	False	False	False	False	False	False	False
A7E2Y1	LIG_LIR_Nem_3	472	476	False	False	False	False	False	False	False
A7E2Y1	LIG_LIR_Nem_3	475	479	False	False	False	False	False	False	False
A7E2Y1	LIG_LIR_Nem_3	510	516	False	False	False	False	False	False	False
A7E2Y1	LIG_LIR_Nem_3	623	628	False	False	False	False	False	False	False
A7E2Y1	LIG_LIR_Nem_3	650	654	False	False	False	False	False	False	False
A7E2Y1	LIG_LIR_Nem_3	692	697	False	False	False	False	False	False	False
A7E2Y1	LIG_LIR_Nem_3	807	811	False	False	False	False	False	False	False
A7E2Y1	LIG_LIR_Nem_3	835	839	False	False	False	False	False	False	False
A7E2Y1	LIG_MAD2	730	738	False	False	False	False	False	False	False
A7E2Y1	LIG_NRBOX	1293	1299	False	False	False	False	False	False	False
A7E2Y1	LIG_NRBOX	1363	1369	False	False	False	False	False	False	False
A7E2Y1	LIG_NRBOX	398	404	False	False	False	False	False	False	False
A7E2Y1	LIG_PTB_Apo_2	361	368	False	False	False	False	False	False	False
A7E2Y1	LIG_Pex14_1	129	133	False	False	False	False	False	False	False
A7E2Y1	LIG_Pex14_1	1378	1382	False	False	False	False	False	False	False
A7E2Y1	LIG_Pex14_1	836	840	False	False	False	False	False	False	False
A7E2Y1	LIG_Pex14_2	819	823	False	False	False	False	False	False	False
A7E2Y1	LIG_RPA_C_Fungi	1196	1208	False	False	False	False	False	False	False
A7E2Y1	LIG_SH2_GRB2	556	559	False	False	False	False	False	False	False
A7E2Y1	LIG_SH2_GRB2	625	628	False	False	False	False	False	False	False
A7E2Y1	LIG_SH2_SRC	311	314	False	False	False	False	False	False	False
A7E2Y1	LIG_SH2_SRC	44	47	False	False	False	False	False	False	False
A7E2Y1	LIG_SH2_SRC	556	559	False	False	False	False	False	False	False
A7E2Y1	LIG_SH2_STAT3	1259	1262	False	False	False	False	False	False	False
A7E2Y1	LIG_SH2_STAT3	13	16	False	False	False	False	False	False	False
A7E2Y1	LIG_SH2_STAT3	1885	1888	False	False	False	False	False	False	False
A7E2Y1	LIG_SH2_STAT5	114	117	False	False	False	False	False	False	False
A7E2Y1	LIG_SH2_STAT5	13	16	False	False	False	False	False	False	False
A7E2Y1	LIG_SH2_STAT5	133	136	False	False	False	False	False	False	False
A7E2Y1	LIG_SH2_STAT5	193	196	False	False	False	False	False	False	False
A7E2Y1	LIG_SH2_STAT5	269	272	False	False	False	False	False	False	False
A7E2Y1	LIG_SH2_STAT5	389	392	False	False	False	False	False	False	False
A7E2Y1	LIG_SH2_STAT5	413	416	False	False	False	False	False	False	False
A7E2Y1	LIG_SH2_STAT5	44	47	False	False	False	False	False	False	False
A7E2Y1	LIG_SH2_STAT5	722	725	False	False	False	False	False	False	False
A7E2Y1	LIG_SH3_2	77	82	False	False	False	False	False	False	False
A7E2Y1	LIG_SH3_3	32	38	False	False	False	False	False	False	False
A7E2Y1	LIG_SH3_3	74	80	False	False	False	False	False	False	False
A7E2Y1	LIG_SH3_4	297	304	False	False	False	False	False	False	False
A7E2Y1	LIG_SUMO_SIM_par_1	1430	1440	False	False	False	False	False	False	False
A7E2Y1	LIG_SUMO_SIM_par_1	1431	1440	False	False	False	False	False	False	False
A7E2Y1	LIG_SUMO_SIM_par_1	1432	1440	False	False	False	False	False	False	False
A7E2Y1	LIG_SUMO_SIM_par_1	1433	1440	False	False	False	False	False	False	False
A7E2Y1	LIG_SUMO_SIM_par_1	1434	1440	False	False	False	False	False	False	False
A7E2Y1	LIG_SUMO_SIM_par_1	1435	1440	False	False	False	False	False	False	False
A7E2Y1	LIG_SUMO_SIM_par_1	302	307	False	False	False	False	False	False	False
A7E2Y1	LIG_SUMO_SIM_par_1	319	324	False	False	False	False	False	False	False
A7E2Y1	LIG_SUMO_SIM_par_1	532	540	False	False	False	False	False	False	False
A7E2Y1	LIG_SUMO_SIM_par_1	66	72	False	False	False	False	False	False	False
A7E2Y1	LIG_TRAF2_1	1005	1008	False	False	False	False	False	False	False
A7E2Y1	LIG_TRAF2_1	1318	1321	False	False	False	False	False	False	False
A7E2Y1	LIG_TRAF2_1	1459	1462	False	False	False	False	False	False	False
A7E2Y1	LIG_TRAF2_1	1529	1532	False	False	False	False	False	False	False
A7E2Y1	LIG_TRAF2_1	1550	1553	False	False	False	False	False	False	False
A7E2Y1	LIG_TRAF2_1	1709	1712	False	False	False	False	False	False	False
A7E2Y1	LIG_TRAF2_1	1751	1754	False	False	False	False	False	False	False
A7E2Y1	LIG_TRAF2_1	852	855	False	False	False	False	False	False	False
A7E2Y1	LIG_TRAF6	279	287	False	False	False	False	False	False	False
A7E2Y1	LIG_TYR_ITIM	191	196	False	False	False	False	False	False	False
A7E2Y1	LIG_TYR_ITIM	288	293	False	False	False	False	False	False	False
A7E2Y1	LIG_TYR_ITIM	584	589	False	False	False	False	False	False	False
A7E2Y1	LIG_TYR_ITIM	590	595	False	False	False	False	False	False	False
A7E2Y1	LIG_TYR_ITIM	806	811	False	False	False	False	False	False	False
A7E2Y1	LIG_UBA3_1	1304	1312	False	False	False	False	False	False	False
A7E2Y1	LIG_UBA3_1	839	844	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1020	1026	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1021	1026	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1022	1026	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1025	1032	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1028	1034	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1063	1068	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1065	1068	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1069	1076	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1071	1076	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1072	1076	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1092	1099	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1093	1099	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1095	1101	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1098	1101	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1117	1122	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1124	1131	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1126	1131	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1127	1131	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1128	1131	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1130	1137	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1132	1139	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1140	1146	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1158	1165	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1159	1165	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	117	124	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1175	1178	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1193	1196	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1205	1210	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1243	1250	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1244	1250	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1246	1252	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1261	1268	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1264	1270	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1265	1270	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	133	137	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	134	137	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1355	1360	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1356	1360	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1357	1364	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1359	1364	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1369	1375	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1380	1386	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1382	1386	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1383	1386	False	False	False	False	False	False	False
A7E2Y1	LIG_WD40_WDR5_VDV_2	1406	1413	False	False	False	False	False	False	False
